start,end,speaker,text
00:19:33.240,00:20:12.290,spk_0,"factors tending to support the reliability of a child's evidence, in other words, not putting leading questions, questioning the child much closer to the event than many months later, or whatever, all of those sorts of things, it could be said that more weight should be attached to that evidence than will be attached to evidence, especially evidence in chief, given given much later. And the problem with cross-examination is that it does put leading"
00:20:12.290,00:20:13.520,spk_3,"questions -- it does, indeed --"
00:20:13.530,00:20:31.110,spk_0,"to a child, in circumstances where the child may be very tempted to say, Yes, even though that is not necessarily correct. And of course, it is going to vary an awful lot with the age and maturity of the child, there's no doubt about that, but those are reasons for saying"
00:20:31.460,00:20:31.940,spk_3,"the"
00:20:31.940,00:20:41.180,spk_0,"fact that those questions in a leading form have not been put to the child now, doesn't necessarily affect the reliability of the child's evidence."
00:20:42.150,00:20:43.060,spk_3,"No, the reliability -- I think that's"
00:20:43.060,00:20:46.440,spk_0,"what you're trying to argue, isn't it? Yes. I'm not saying I agree with you, but I'm just --"
00:20:48.830,00:22:01.150,spk_3,"No. But, the reliability of a child's evidence, really, falls to be considered in different ways, other than via cross-examination, in that one is -- would be considering the circumstances in which the allegation was made, the possibilities for the child having misunderstood, having been put up to it, the degree of vagueness in the answers it gives, the quality of the questioning in the ABE interview, which is not always of the best and sometimes experts are asked to look at that, the reasons a child may or may not have for making allegations that are not true, and also, of course, any subsequent disclosures that the child may have made spontaneously, which does happen in a number of proceedings, that are usually recorded by professionals in note form, and then fall to be considered. So there is a lot of consideration, of the credibility or otherwise, of what the child is saying, aside from"
00:22:01.160,00:22:02.030,spk_0,"cross-examining"
00:22:02.030,00:22:07.670,spk_3,"the child and saying to the child, Well, this isn't true, is it? Or however the child is cross-examined."
00:22:07.670,00:22:09.390,spk_2,"So it doesn't become, simply"
00:22:09.390,00:22:45.690,spk_3,"because the child is not cross-examined, it doesn't become the case, well, you've got the interview, it says this happened, and you have to believe the child, and that's it. It doesn't end the case simply because the child isn't cross-examined. There's still a great deal to be considered and assessed by a judge at first instance. So in attaching appropriate weight, I suppose what I'm trying to say is, one wouldn't attach less weight to a child's evidence just because the child hasn't been cross-examined. But there are many, many reasons why one might attach less weight to a child's evidence."
00:22:46.330,00:22:56.940,spk_1,"Well, I'm sorry, I mean, I recognise that cross-examination, you know, may take the child astray, one would hope a Family Division judge"
00:22:56.940,00:22:58.120,spk_3,"would be"
00:22:58.120,00:23:11.900,spk_1,"able to see through that, and not just because the child, maybe has changed in the face of cross-examination doesn't necessarily mean that the cross-examined answers are necessarily any more, or, as it happens, the other ones -- but it's"
00:23:11.900,00:23:12.730,spk_0,"just"
00:23:12.740,00:23:29.350,spk_1,"completely untested, I just -- I come from a tradition where I think if you said, frankly, it doesn't matter that this hasn't been cross-examined to, it carries exactly the same weight as if it had, I find that difficult."
00:23:30.100,00:23:40.280,spk_3,"My Lord, I think what I was going on to say, is that this would -- it's not right to say boldly, that because"
00:23:40.290,00:23:41.450,spk_0,"because it's untested"
00:23:41.450,00:24:17.920,spk_3,"doesn't matter, that is something again, that varies a great deal with the child's age, that it might well be, it's easy to say on the peripheries that it's much easier to say in relation to child of 4, for example, that there are huge dangers in cross-examination and testing by cross-examination is really not appropriate, would be a very different consideration, perhaps with a child of 15 or certainly 16 or 17, and at 17, one might well expect the child to be giving evidence in any event. It becomes much more a matter of judgement for the individual judge at first instance, when you're dealing with 11 12 year olds. Yeah but I think we have -- that's the problem"
00:24:17.920,00:24:20.320,spk_1,"-- discussed this point at some length, now."
00:24:20.500,00:24:38.620,spk_3,"Yes, yes. So the judge would have to bear in mind that, say, a 12 year old's weight wouldn't -- evidence hasn't been tested, but how appropriate would cross-examination of a 12 year old be, in any event? And is this a particularly bright 12 year old, or -- but, of course, there are other matters other than intelligence."
00:24:38.940,00:25:42.320,spk_4,"I wonder whether there isn't a more fundamental conception of justice at the root of the principle that if an accused hasn't had the chance to address his case directly to the accuser, then you would give less weight to the accuser's statements. Because I think, one is, as a result of this exercise, drawing certain conclusions about the rights of the accused, if I can use that word, and it is an elementary expectation of justice that you will have the chance, not merely to have your say, but actually to put have your point of view put, even if you don't put it directly to the other side, I don't say that it's in a sort of face to face and frowning brow to brow Shakespearean fashion, but it's in some form, and"
00:25:43.230,00:25:43.540,spk_3,"so"
00:25:43.540,00:25:58.290,spk_4,"I just wonder whether, irrespective of whether you can say, Well the psychologists tell us that children are very reliable when they speak in this natural, immediate way, which I fully understand, whether there isn't something more fundamental, actually, which precludes us giving it quite the same force."
00:25:58.300,00:26:02.200,spk_3,"Yes, yes."
00:26:02.490,00:26:02.760,spk_0,"Well, My Lord"
00:26:02.770,00:26:45.130,spk_3,"I entirely see the force of that argument, that it's where the person accused has an explanation for events, and is then in a situation where he cannot, and nobody else is allowed to say to the child, he says, Well, this is what happened, what have you got to say about it? Yes, that is very unsatisfactory. Of course, the original idea of Pigott was that the child would be the you would do the ABE interview, and then within a very short period of time, the defendant's case would then be put to the child in a second short interview, not going to court and all the rest of it, but the defendant having said what his response was [inaudible] what say and --"
00:26:45.200,00:26:46.440,spk_4,""
00:26:46.440,00:26:49.000,spk_0,"Well, there's no reason in principle why that shouldn't happen in family"
00:26:49.010,00:26:50.500,spk_3,"proceedings. No."
00:26:50.870,00:26:52.270,spk_0,"The reasons"
00:26:52.270,00:27:10.870,spk_3,"why it can't, why it doesn't happen and can't happen, of course, are entirely practical, which are that it can take many months to extract the evidence from the police, and it can take equally as long, if not longer, to extract a version of events from the person against whom the allegation is made."
00:27:11.160,00:27:14.130,spk_0,"Why does it take so long to extract the video from the police?"
00:27:14.900,00:27:22.740,spk_3,"It doesn't it's not necessarily the video. If the police are still undertaking investigations, they're loathe to give all police disclosure."
00:27:23.140,00:27:24.250,spk_0,"Well, that I understand, but --"
00:27:24.260,00:27:25.730,spk_3,"Yes, and if they're not --"
00:27:25.730,00:27:27.740,spk_0,"My experience was you got the video straight away."
00:27:28.060,00:27:36.860,spk_3,"Well, very often you get the video quite soon, yes, if the police undertake a video. Of course, the problem then arises in all those cases where the police for whatever reason decide [inaudible]."
00:27:36.860,00:27:38.990,spk_0,"Well, and sometimes there are very good reasons for not doing that."
00:27:39.000,00:28:27.290,spk_3,"But in practical terms, it can take a series of directions and a series of increasingly vehement orders to extract disclosure from the police, up to and including orders requiring the Chief Constable to attend personally, to explain the non-arrival of certain documents. This is a not uncommon experience in the on the circuit. And then, of course, the parents are very often in a very difficult position, because they will also have criminal lawyers giving them very different advice. And although the jurisprudence is quite clear on this, that that is irrelevant to care proceedings, and there is an obligation to put your story, it's still, where you have people of limited, perhaps limited understanding and education, that is very difficult situation to be in."
